stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_associated_place
   5695,,"OAKLAND BEACH AT BISHOP HENDRICKEN",,  41.705330, -71.398308,,,0,,
   5710,,"OAKLAND BEACH BEFORE STANFIELD",,  41.705567, -71.398463,,,0,,
   5715,,"TOLLGATE OPP KENT HOSPITAL",,  41.705063, -71.479111,,,0,,keco
   5720,,"METACOM after TUPELO",,  41.705008, -71.265946,,,0,,
   5740,,"TOLLGATE AT KENT HOSPITAL",,  41.704926, -71.478663,,,0,,keco
   5750,,"MAIN OPP 1200 MAIN",,  41.706188, -71.523367,,,0,,
   5760,,"STRAWBERRY FIELD after ELMORE",,  41.706281, -71.418246,,,0,,
   5765,,"ALFRED AT WHARF SEAFOOD",,  41.706591, -71.417437,,,0,,
   5770,,"POST before MYRTLE",,  41.706969, -71.452108,,,0,,
   5780,,"SANDY LANE before CLORANE",,  41.706582, -71.415947,,,0,,
   5785,,"TOLLGATE after HILARY",,  41.706366, -71.481785,,,0,,
   5800,,"HOPE after ECHO FARM",,  41.707064, -71.280164,,,0,,
   5810,,"TOLLGATE OPP HILARY",,  41.706484, -71.481850,,,0,,
   5820,,"TOLLGATE before COMMONWEALTH",,  41.707184, -71.483268,,,0,,
   5825,,"SANDY before TREMONT",,  41.707077, -71.414412,,,0,,
   5830,,"STRAWBERRY FIELD OPP TURNER",,  41.707386, -71.419417,,,0,,
   5835,,"STRAWBERRY FIELD before LAKE",,  41.707206, -71.419311,,,0,,
   5840,,"POST OPP VAUGHAN",,  41.707471, -71.451533,,,0,,
   5845,,"MAIN after PROVIDENCE",,  41.707830, -71.522455,,,0,,
   5865,,"MAIN AT 1125 MAIN (CVS PHARMACY)",,  41.707945, -71.522589,,,0,,
   5875,,"SANDY OPP ARMY RESERVE",,  41.707765, -71.412629,,,0,,
   5880,,"COMMONWEALTH after TOLLGATE",,  41.708402, -71.484467,,,0,,
   5885,,"METACOM NS SAN FRANCISCO",,  41.708383, -71.266637,,,0,,
   5890,,"METACOM NS SAN FRANCISCO",,  41.708179, -71.266459,,,0,,
   5895,,"HOPE NS ELM FARM",,  41.709007, -71.280292,,,0,,
   5915,,"POST NS POTTERS",,  41.708962, -71.450704,,,0,,
   5930,,"COMMONWEALTH AT 400 COMMONWEALTH",,  41.708272, -71.484494,,,0,,
   5935,,"SANDY NS TRENT",,  41.709785, -71.406928,,,0,,
   5940,,"SANDY LANE OPP TRENT",,  41.708942, -71.409619,,,0,,
   5950,,"STRAWBERRY FIELD NS HANOVER",,  41.709197, -71.422599,,,0,,
   5975,,"SANDY LANE FS CEDAR SWAMP",,  41.709699, -71.407386,,,0,,
   5980,,"WARWICK OPP STOP&SHOP",,  41.710078, -71.398393,,,0,,
   5985,,"POST FS CHAPMANS",,  41.710686, -71.449525,,,0,,grbi
   5990,,"MAIN NS POTTER",,  41.710709, -71.523058,,,0,,
   5995,,"WARWICK OPP WOGUAGONET",,  41.707646, -71.398002,,,0,,
   6000,,"MAIN OPP YOUNGS",,  41.710563, -71.522977,,,0,,
   6005,,"TOLLGATE OPP SENIOR CITY",,  41.710109, -71.492384,,,0,,
   6020,,"POST OPP HILLARD",,  41.710285, -71.449579,,,0,,grbi
   6030,,"MAIN NS GERTRUDE",,  41.710532, -71.441963,,,0,,
   6040,,"STRAWBERRY FIELD NS ENDICOTT",,  41.710520, -71.425012,,,0,,
   6045,,"HOPE NS MAPLE SHADE",,  41.709518, -71.280451,,,0,,
   6050,,"HOPE FS ELMWOOD",,  41.710799, -71.280390,,,0,,
   6075,,"SANDY LANE NS SOCIAL",,  41.711325, -71.402858,,,0,,
   6080,,"MAIN NS WALKER",,  41.711998, -71.523363,,,0,,
   6095,,"MAIN NS MORSE",,  41.711024, -71.444632,,,0,,
   6100,,"MAIN NS GORHAM",,  41.710863, -71.444294,,,0,,
   6105,,"SANDY OPP SOCIAL",,  41.710976, -71.403488,,,0,,
   6110,,"TOLLGATE AT 997 TOLLGATE",,  41.710650, -71.494980,,,0,,
   6125,,"SANDY LANE FS CALL",,  41.712349, -71.399998,,,0,,
   6140,,"TOLLGATE AT 979 TOLLGATE",,  41.710698, -71.495083,,,0,,
   6145,,"TOLLGATE AT 1060 TOLLGATE",,  41.711141, -71.497923,,,0,,
   6150,,"TOLLGATE OPP 1060 TOLLGATE",,  41.711288, -71.497845,,,0,,prto
   6160,,"PROVIDENCE FS NEW LONDON",,  41.711405, -71.502384,,,0,,prto
   6165,,"STRAWBERRY FIELD OPP INMAN",,  41.711728, -71.427162,,,0,,
   6175,,"PROVIDENCE OPP NEWELL",,  41.711854, -71.500104,,,0,,
   6180,,"HOPE OPP ELMWOOD",,  41.710667, -71.280523,,,0,,
   6185,,"PROVIDENCE OPP TOLLGATE",,  41.711842, -71.500341,,,0,,prto
   6195,,"PROVIDENCE AFTER NEW LONDON",,  41.711789, -71.503320,,,0,,
   6200,,"MAIN FS BRAYTON",,  41.713415, -71.523760,,,0,,
   6205,,"JEFFERSON NS GILLMORE",,  41.712330, -71.448791,,,0,,jema
   6210,,"WARWICK after SANDY",,  41.711717, -71.399060,,,0,,
   6220,,"JEFFERSON OPP GILLMORE",,  41.712100, -71.448710,,,0,,jema
   6225,,"WARWICK NS SANDY",,  41.712104, -71.398828,,,0,,
   6235,,"METACOM FS JAMESON",,  41.712442, -71.267532,,,0,,
   6245,,"METACOM AT 810 METACOM",,  41.712441, -71.267313,,,0,,
   6255,,"GREENWOOD COMMUNITY CHURCH",,  41.712533, -71.450192,,,0,,kegi
   6275,,"PROVIDENCE AT 268 PROVIDENCE",,  41.713198, -71.507041,,,0,,
   6280,,"PROVIDENCE OPP 322 PROVIDENCE",,  41.712057, -71.504433,,,0,,
   6285,,"STRAWBERRY FIELD AT 333 STRAWBERRY FIELD",,  41.712949, -71.429346,,,0,,
   6295,,"COMMONWEALTH - TRUDEAU CENTER",,  41.712263, -71.484852,,,0,,trce
   6300,,"STRAWBERRY FIELD FS BURGESS",,  41.712934, -71.429532,,,0,,
   6305,,"MAIN OPP BRAYTON",,  41.713604, -71.523863,,,0,,
   6310,,"CHURCH NS W SHORE",,  41.713219, -71.380329,,,0,,
   6315,,"W SHORE NS CHURCH",,  41.713251, -71.379755,,,0,,
   6320,,"CHURCH FS ALPINE",,  41.713482, -71.380524,,,0,,
   6335,,"CCRI (WARWICK CAMPUS)",,  41.713419, -71.481354,,,0,,ccrw
   6340,,"STRAWBERRY FIELD NS CARNEY",,  41.713775, -71.431120,,,0,,
   6345,,"MAIN NS FATIMA",,  41.713608, -71.280653,,,0,,
   6360,,"JEFFERSON FS ECHO",,  41.713408, -71.448385,,,0,,
   6365,,"PROVIDENCE AT 230 PROVIDENCE",,  41.713914, -71.509660,,,0,,
   6370,,"JEFFERSON OPP ECHO",,  41.713841, -71.448069,,,0,,
   6375,,"PROVIDENCE FS TANGLEWOOD",,  41.713615, -71.508292,,,0,,
   6380,,"PROVIDENCE AT 229 PROVIDENCE",,  41.713860, -71.509907,,,0,,
   6385,,"E MAIN FS ELM",,  41.713795, -71.517833,,,0,,
   6390,,"PROVIDENCE AT 516 PROVIDENCE",,  41.714191, -71.496245,,,0,,
   6405,,"POST NS GREENE",,  41.713527, -71.446200,,,0,,
   6410,,"PROVIDENCE OPP 199 PROVIDENCE",,  41.714047, -71.511547,,,0,,
   6415,,"MAIN FS BAGY WRINKLE COVE",,  41.713405, -71.280747,,,0,,
   6420,,"PROVIDENCE AT 519 PROVIDENCE",,  41.713998, -71.496285,,,0,,
   6425,,"PROVIDENCE OPP VFW POST",,  41.713972, -71.511650,,,0,,
   6435,,"PROVIDENCE NS HAY",,  41.714565, -71.515226,,,0,,
   6440,,"PROVIDENCE OPP 186 PROVIDENCE",,  41.714489, -71.515137,,,0,,
   6460,,"PROVIDENCE FS JUNIOR",,  41.713900, -71.517663,,,0,,
   6465,,"E MAIN NS BRIDGE",,  41.713903, -71.520529,,,0,,
   6485,,"E MAIN AT BRAYTON FOUNDRY",,  41.714355, -71.521440,,,0,,
   6495,,"W SHORE after DAMON",,  41.714597, -71.377552,,,0,,
   6505,,"METACOM NS RIDGEWAY",,  41.714705, -71.267979,,,0,,
   6510,,"METACOM OPP RIDGEWAY",,  41.714678, -71.267816,,,0,,
   6520,,"W SHORE before TIDEWATER",,  41.714579, -71.377327,,,0,,
   6525,,"CHURCH NS HOWARD",,  41.715148, -71.383251,,,0,,
   6540,,"POST OPP BAYWOOD",,  41.714900, -71.445874,,,0,,
   6545,,"BALD HILL AT 920 BALD HILL",,  41.713221, -71.488668,,,0,,
   6565,,"E MAIN NS MAIN",,  41.715206, -71.523159,,,0,,
   6575,,"CHURCH OPP NASH",,  41.715493, -71.383616,,,0,,
   6580,,"MAIN NS MAPLE",,  41.715662, -71.523747,,,0,,
   6585,,"PROVIDENCE NS BURNS",,  41.715691, -71.495049,,,0,,
   6610,,"W SHORE OPP ECONOMY",,  41.715600, -71.375908,,,0,,
   6620,,"BALD HILL OPP 1000 BALD HILL",,  41.712906, -71.489125,,,0,,
   6630,,"PROVIDENCE AT 567 PROVIDENCE",,  41.715814, -71.494787,,,0,,
   6635,,"CHURCH OPP AQUARIUS",,  41.716538, -71.385130,,,0,,
   6640,,"MAIN AT 948 MAIN",,  41.716060, -71.523508,,,0,,
   6645,,"BALD HILL AT 886 BALD HILL",,  41.714427, -71.488179,,,0,,
   6650,,"CHURCH NS BEACH",,  41.716291, -71.384962,,,0,,
   6660,,"METACOM OPP LAUREL",,  41.717007, -71.268473,,,0,,
   6665,,"METACOM NS LAUREL",,  41.716756, -71.268238,,,0,,
   6670,,"MAIN FS LOCUST",,  41.716460, -71.281013,,,0,,
   6680,,"POST AT 2426 POST",,  41.716286, -71.444802,,,0,,
   6690,,"MAIN NS SEYMOUR",,  41.715819, -71.280784,,,0,,
   6695,,"WARWICK after LINDY",,  41.717156, -71.400820,,,0,,
   6700,,"PROVIDENCE AT O'DONNELL",,  41.717198, -71.493542,,,0,,
   6705,,"W SHORE before BUSH",,  41.716769, -71.375613,,,0,,
   6710,,"WARWICK OPP AMSTERDAM",,  41.716891, -71.400312,,,0,,
   6715,,"PROVIDENCE NS GAGE",,  41.717084, -71.493878,,,0,,
   6720,,"BALD HILL AT 790 BALD HILL",,  41.716532, -71.486945,,,0,,
   6725,,"MAIN OPP 914 MAIN",,  41.717863, -71.523874,,,0,,
   6730,,"BALD HILL AT 797 BALD HILL",,  41.716376, -71.487455,,,0,,
   6735,,"MAIN FS CLYDE",,  41.717726, -71.523731,,,0,,
   6740,,"W SHORE after MORRIS",,  41.717376, -71.375812,,,0,,
   6745,,"POST AT 2332 POST",,  41.718531, -71.443416,,,0,,
   6750,,"JEFFERSON OPP THRIFT STORE",,  41.717416, -71.447132,,,0,,
   6755,,"JEFFERSON AT BAKERY OUTLET",,  41.716902, -71.447028,,,0,,
   6760,,"CHURCH AT 234 CHURCH",,  41.717228, -71.386385,,,0,,
   6765,,"POST NS ELAINE",,  41.718221, -71.443808,,,0,,
   6770,,"WARWICK after GREYLAWN",,  41.718555, -71.402154,,,0,,
   6775,,"MAIN FS ALMY",,  41.718257, -71.280932,,,0,,
   6780,,"MAIN NS BRADFORD",,  41.717995, -71.281076,,,0,,
   6785,,"WARWICK OPP GREYLAWN",,  41.718528, -71.401908,,,0,,
   6790,,"GREENWICH NS ROME",,  41.718285, -71.463652,,,0,,
   6795,,"METACOM AT 611 METACOM",,  41.718419, -71.268787,,,0,,
   6800,,"CHURCH NS NEW BRITAIN",,  41.718554, -71.388532,,,0,,
   6805,,"METACOM AT 622 METACOM",,  41.718551, -71.268632,,,0,,
   6810,,"MAIN AT 900 MAIN",,  41.719088, -71.524759,,,0,,
   6815,,"W SHORE AT 1026 W SHORE",,  41.718267, -71.376261,,,0,,
   6820,,"CHURCH NS OVERBROOK",,  41.718316, -71.388016,,,0,,
   6830,,"BALD HILL AT 733 BALD HILL",,  41.718389, -71.486082,,,0,,
   6845,,"W SHORE OPP STOKES",,  41.718404, -71.376557,,,0,,
   6850,,"MAIN AT 885 MAIN",,  41.719594, -71.525521,,,0,,
   6855,,"BALD HILL FS RT 113",,  41.720455, -71.483380,,,0,,
   6860,,"CHURCH FS KENWOOD",,  41.719549, -71.391359,,,0,,
   6865,,"CHURCH FS WARWICK",,  41.719628, -71.402233,,,0,,
   6870,,"WARWICK after BRENDARD",,  41.719049, -71.402620,,,0,,
   6875,,"CHURCH NS WARWICK",,  41.719737, -71.402118,,,0,,
   6880,,"PROVIDENCE NS MARKET",,  41.719401, -71.491642,,,0,,
   6885,,"JEFFERSON FS WILLIAMSBURG",,  41.719553, -71.446465,,,0,,
   6890,,"PROVIDENCE AT 690 PROVIDENCE",,  41.719110, -71.491897,,,0,,
   6895,,"WARWICK AT FRIENDLYS",,  41.719899, -71.403183,,,0,,
   6900,,"RHODE ISLAND MALL",,  41.719601, -71.482554,,,0,,rima
   6905,,"MAIN NS DYER",,  41.719704, -71.281019,,,0,,
   6915,,"CHURCH AT 642 CHURCH",,  41.720035, -71.399727,,,0,,
   6925,,"CHURCH OPP KILLEY",,  41.720273, -71.393943,,,0,,
   6930,,"MAIN NS WAKEFIELD",,  41.720042, -71.526091,,,0,,
   6935,,"CHURCH OPP OLD HOMESTEAD",,  41.720443, -71.395440,,,0,,
   6945,,"W SHORE BEFORE WINTER",,  41.720205, -71.378002,,,0,,
   6950,,"MAIN OPP COOMER",,  41.718919, -71.281122,,,0,,
   6955,,"CHURCH FS BUGBEE",,  41.720489, -71.397144,,,0,,
   6960,,"GREENWICH FS NAPLES",,  41.719973, -71.464537,,,0,,
   6965,,"CHURCH OPP BUGBEE",,  41.720526, -71.397473,,,0,,
   6970,,"METACOM AT 598 METACOM",,  41.720395, -71.268981,,,0,,
   6980,,"METACOM OPP PATTERSON",,  41.720752, -71.269229,,,0,,
   6985,,"MAIN AT 800 MAIN",,  41.720788, -71.527946,,,0,,
   6995,,"POST AT 2248 POST",,  41.720608, -71.442125,,,0,,
   7000,,"MAIN OPP 780 MAIN",,  41.720934, -71.529899,,,0,,
   7005,,"POST OPP 2222 POST",,  41.721547, -71.441825,,,0,,
   7010,,"W SHORE AFTER TROY",,  41.721169, -71.378498,,,0,,
   7015,,"MAIN NS BRIDGE",,  41.721494, -71.281292,,,0,,
   7020,,"WARWICK before YACATAN",,  41.721326, -71.404078,,,0,,
   7025,,"JEFFERSON OPP 1000 JEFFERSON",,  41.721345, -71.445834,,,0,,
   7035,,"WARWICK before VERNON",,  41.721269, -71.403808,,,0,,
   7045,,"HIGHLAND NS PARKER",,  41.721350, -71.528720,,,0,,
   7050,,"HIGHLAND FS PLEASANT (PHENIX HOTEL)",,  41.721637, -71.532199,,,0,,phen
   7055,,"PROVIDENCE NS RIVER",,  41.721263, -71.490985,,,0,,
   7060,,"PROVIDENCE AT 798 PROVIDENCE",,  41.722622, -71.491214,,,0,,
   7065,,"MAIN FS VERNON",,  41.721950, -71.281162,,,0,,
   7070,,"GREENWICH AT 555 GREENWICH",,  41.721011, -71.465792,,,0,,
   7075,,"WARWICK MALL OPP THEATRES",,  41.721933, -71.474838,,,0,,wmvd
   7095,,"W SHORE OPP WOODBURY",,  41.722467, -71.380289,,,0,,
   7115,,"METACOM OPP BEE JAY",,  41.723149, -71.269550,,,0,,
   7120,,"LAMBERT LIND FS SHALOM",,  41.723331, -71.468532,,,0,,
   7125,,"METACOM NS BEE JAY",,  41.723327, -71.269754,,,0,,mtfr
   7135,,"WARWICK before STANMORE",,  41.723529, -71.404694,,,0,,
   7145,,"W SHORE AT 760 W SHORE",,  41.723779, -71.382381,,,0,,coni
   7165,,"GREENWICH AT LUTHERAN CHURCH",,  41.723668, -71.469428,,,0,,
   7170,,"POST AT RADISSON",,  41.724855, -71.439835,,,0,,
   7180,,"PROVIDENCE NS WAKEFIELD",,  41.723743, -71.491273,,,0,,prwa
   7195,,"MAIN FS HAILE",,  41.723139, -71.281416,,,0,,
   7200,,"PROVIDENCE FS WAKEFIELD",,  41.724163, -71.491402,,,0,,prwa
   7205,,"WARWICK OPP EDGEHILL",,  41.724754, -71.404864,,,0,,
   7215,,"W SHORE AT 635 W SHORE",,  41.726063, -71.386332,,,0,,
   7225,,"GREENWICH OPP GREENWICH APARTMENTS",,  41.725103, -71.471803,,,0,,
   7230,,"LAMBERT LIND NS GREENWICH VILLAGE APARTMENTS",,  41.725114, -71.471628,,,0,,
   7235,,"JEFFERSON NS BROWNELL",,  41.724850, -71.444538,,,0,,
   7245,,"W SHORE BEFORE ALLARD",,  41.723958, -71.382405,,,0,,coni
   7250,,"WARWICK OPP ROSEMERE",,  41.725769, -71.405353,,,0,,
   7265,,"TF GREEN AIRPORT (ARRIVALS)",,  41.725802, -71.436997,,,0,tfgr,tfgr
   7270,,"METACOM NS LIBBY",,  41.725045, -71.269934,,,0,,mtfr
   7280,,"W SHORE AFTER ROYAL",,  41.724921, -71.383911,,,0,,
   7285,,"MAIN OPP FRANKLIN",,  41.725437, -71.281551,,,0,,
   7300,,"WARREN PARK&RIDE",,  41.725695, -71.280706,,,0,,wapk
   7305,,"W SHORE OPP CAMBRIDGE",,  41.727065, -71.388244,,,0,,
   7315,,"POST AT SKY BRIDGE",,  41.726765, -71.438901,,,0,,
   7325,,"PROVIDENCE OPP OAKLAND",,  41.726101, -71.491104,,,0,,
   7330,,"PROVIDENCE OPP PONTIAC",,  41.726094, -71.491250,,,0,,
   7340,,"W SHORE NS CAMBRIDGE",,  41.726997, -71.387868,,,0,,
   7345,,"WARWICK OPP LYNDALE",,  41.727464, -71.405829,,,0,,
   7350,,"W SHORE NS LINBROOK",,  41.728161, -71.390676,,,0,,
   7355,,"LAMBERT LIND AT MACYS",,  41.727228, -71.475554,,,0,,
   7360,,"W NATICK OPP FESSENDEN",,  41.727506, -71.478501,,,0,,
   7365,,"JEFFERSON OPP 931 JEFFERSON",,  41.720884, -71.445794,,,0,,
   7370,,"PROVIDENCE OPP ALDEN",,  41.727633, -71.489796,,,0,,
   7375,,"WARWICK BETWEEN DAYTON & LYNDALE",,  41.727657, -71.405694,,,0,,
   7380,,"BALD HILL AT WARWICK COMMONS",,  41.725783, -71.480408,,,0,,
   7385,,"JEFFERSON OPPOSITE 700 JEFFERSON",,  41.727256, -71.443624,,,0,,
   7390,,"W NATICK NS FESSENDEN",,  41.727679, -71.477831,,,0,,
   7395,,"MAIN NS GREENE",,  41.727734, -71.281861,,,0,,
   7410,,"LAMBERT LIND OPP FESSENDEN",,  41.728720, -71.476658,,,0,,
   7420,,"W SHORE AT 515 W SHORE",,  41.727958, -71.389916,,,0,,
   7430,,"JEFFERSON FS THURBER",,  41.728410, -71.443196,,,0,,
   7435,,"MAIN NS WASHINGTON",,  41.728578, -71.282230,,,0,,majo
   7440,,"LAMBERT LIND AT D'ANGELO'S",,  41.730071, -71.476797,,,0,,
   7445,,"W SHORE AT 456 W SHORE",,  41.728531, -71.391317,,,0,,
   7450,,"WARWICK after DIXIE",,  41.729319, -71.406021,,,0,,
   7465,,"MAIN NS JOYCE",,  41.729294, -71.282253,,,0,,majo
   7490,,"PROVIDENCE OPP MARYLAND",,  41.729539, -71.488014,,,0,,
   7495,,"LAMBERT LIND NS GREBLE",,  41.729408, -71.476974,,,0,,
   7500,,"PROVIDENCE NS MARYLAND",,  41.729722, -71.487978,,,0,,
   7505,,"W SHORE FS CIRCUIT",,  41.729880, -71.394684,,,0,,
   7520,,"MAIN NS CHILD",,  41.730320, -71.282474,,,0,,
   7525,,"WARWICK OPP GLENDALE",,  41.730024, -71.406395,,,0,,
   7555,,"W SHORE AT 314 W SHORE",,  41.730568, -71.396271,,,0,,
   7560,,"POST BEFORE AIRPORT RD (opposite Earlham Way)",,  41.731450, -71.436705,,,0,,
   7570,,"JEFFERSON OPP 639 JEFFERSON",,  41.730530, -71.442304,,,0,,
   7580,,"W SHORE FS GLENWOOD",,  41.730994, -71.397531,,,0,,
   7585,,"WARWICK after MAGNOLIA",,  41.731343, -71.406451,,,0,,
   7595,,"MAIN NS MILLER",,  41.731165, -71.282789,,,0,,
   7600,,"JEFFERSON NS QUIMBY",,  41.731359, -71.442128,,,0,,
   7605,,"W SHORE NS TWIN OAK",,  41.731424, -71.398145,,,0,,
   7610,,"NEW LONDON NS SOUTHVIEW",,  41.732218, -71.485713,,,0,,
   7640,,"WARWICK AT 1600 WARWICK",,  41.732720, -71.406741,,,0,,
   7645,,"W SHORE AT 199 W SHORE",,  41.732034, -71.399931,,,0,,
   7650,,"MAIN FS WOOD",,  41.732349, -71.282959,,,0,,
   7660,,"POST BETWEEN GUILFORD & AIRPORT RD",,  41.732385, -71.436698,,,0,,
   7665,,"MAIN NS LIBERTY",,  41.732407, -71.283046,,,0,,
   7670,,"W SHORE OPP DELWOOD",,  41.732495, -71.400523,,,0,,
   7680,,"JEFFERSON OPP 555 JEFFERSON",,  41.732583, -71.441581,,,0,,
   7685,,"NEW LONDON OPP SOUTHVIEW",,  41.731985, -71.485710,,,0,,
   7690,,"JEFFERSON AT 555 JEFFERSON",,  41.732704, -71.441609,,,0,,
   7695,,"NEW LONDON AT 1400 NEW LONDON",,  41.732899, -71.484800,,,0,,
   7710,,"OAKLAWN FS BATEMAN",,  41.732949, -71.477142,,,0,,
   7715,,"OAKLAWN OPP BATEMAN",,  41.732892, -71.477327,,,0,,
   7725,,"WARWICK MIDBLOCK AIRPORT RD",,  41.735062, -71.407737,,,0,,
   7735,,"W SHORE AT 109 W SHORE",,  41.733464, -71.403867,,,0,,
   7745,,"W SHORE AT 50 W SHORE",,  41.733628, -71.404553,,,0,,
   7750,,"W SHORE AT 27 W SHORE",,  41.733466, -71.405847,,,0,,hofo
   7755,,"NEW LONDON OPP WARFIELD",,  41.734530, -71.483112,,,0,,
   7760,,"MAYFIELD FS OAKLAWN",,  41.734011, -71.476916,,,0,,
   7765,,"WARWICK AT 1543 WARWICK",,  41.734493, -71.407268,,,0,,hofo
   7770,,"MAYFIELD NS OAKLAWN",,  41.734141, -71.476787,,,0,,
   7775,,"NEW LONDON NS WARFIELD",,  41.734680, -71.482970,,,0,,
   7785,,"MAIN OPP WARREN",,  41.734531, -71.283849,,,0,,
   7795,,"JEFFERSON OPP CITIZENS BANK",,  41.734327, -71.440943,,,0,,
   7800,,"MAYFIELD AT WOODHAVEN APARTMENTS",,  41.734380, -71.472391,,,0,,
   7805,,"OAKLAWN AFTER OAK HILL",,  41.735399, -71.477659,,,0,,
   7810,,"MAIN FS WARREN",,  41.734465, -71.283941,,,0,,
   7825,,"MAYFIELD OPP LAURA",,  41.734487, -71.470499,,,0,,
   7841,,"EAST OPP BLAIS",,  41.735206, -71.468006,,,0,,
   7845,,"EAST OPP MAYFIELD",,  41.735065, -71.468402,,,0,,
   7850,,"POST AT BARDEN",,  41.735358, -71.435014,,,0,,
   7855,,"OAKLAWN AT 1279 OAKLAWN (WALGREENS PHARMACY)",,  41.734557, -71.477747,,,0,,
   7860,,"JEFFERSON AT 443 JEFFERSON",,  41.735388, -71.440718,,,0,,
   7865,,"MAIN FS WATER",,  41.735412, -71.285126,,,0,,
   7870,,"MAIN OPP WATER",,  41.735434, -71.285058,,,0,,
   7880,,"POST OPP BARDEN",,  41.735521, -71.435261,,,0,,
   7885,,"COUNTY OPP JOYCE",,  41.736190, -71.300441,,,0,,
   7890,,"COUNTY FS JOYCE",,  41.736260, -71.300930,,,0,,
   7900,,"EAST AT BICKNELL",,  41.736340, -71.466604,,,0,,
   7905,,"COUNTY OPP POLICE COVE PARK&RIDE",,  41.736437, -71.298384,,,0,,
   7910,,"MAIN AT SAMSONITE",,  41.736628, -71.286720,,,0,,
   7915,,"WARWICK before SQUANTUM",,  41.736386, -71.407941,,,0,,
   7920,,"WARWICK after SQUANTUM",,  41.736677, -71.408151,,,0,,
   7925,,"JEFFERSON FS SERVICE",,  41.736482, -71.440274,,,0,,
   7930,,"COUNTY NS BOSWORTH",,  41.736692, -71.303819,,,0,,
   7945,,"COUNTY NS NEW MEADOW",,  41.737020, -71.293358,,,0,,
   7950,,"JEFFERSON AT 380 JEFFERSON",,  41.736920, -71.439999,,,0,,
   7955,,"MAIN NS CRESCENT",,  41.736849, -71.286910,,,0,,
   7960,,"COUNTY AT 66 COUNTY",,  41.736931, -71.293348,,,0,,
   7965,,"EAST AT ZENITH",,  41.736771, -71.465851,,,0,,
   7980,,"OAKLAWN AT 1210 OAKLAWN (HARUKI RESTAURANT)",,  41.736759, -71.477866,,,0,,
   7985,,"COUNTY AT 15 COUNTY",,  41.737222, -71.290969,,,0,,
   7990,,"COUNTY FS SOWAMS",,  41.737269, -71.290972,,,0,,
   7995,,"COUNTY OPP BARRINGTON SHOPPING CENTER",,  41.737509, -71.304154,,,0,,
   8010,,"COUNTY AT 230 COUNTY",,  41.738247, -71.305868,,,0,,
   8020,,"EAST NS FOSTER",,  41.739265, -71.462593,,,0,,
   8025,,"JEFFERSON OPP BAY STATE",,  41.738203, -71.439529,,,0,,
   8030,,"COUNTY AT 230 COUNTY",,  41.738389, -71.305735,,,0,,
   8035,,"JEFFERSON FS BAY STATE",,  41.738297, -71.439628,,,0,,
   8040,,"WARWICK before MANOR",,  41.738570, -71.408084,,,0,,
   8045,,"POST BEFORE LINCOLN",,  41.738468, -71.433326,,,0,,poli
   8050,,"POST AFTER LINCOLN",,  41.738511, -71.433560,,,0,,poli
   8060,,"OAKLAWN AT OLD SPRING TURNAROUND",,  41.739019, -71.478586,,,0,,megr
   8065,,"EAST FS FOREST",,  41.739063, -71.462698,,,0,,
   8070,,"WARWICK OPP MANOR",,  41.738603, -71.408267,,,0,,
   8075,,"OAKLAWN OPP OLD SPRING TURNAROUND",,  41.739120, -71.478446,,,0,,megr
   8085,,"JEFFERSON OPP 303 JEFFERSON",,  41.739230, -71.439126,,,0,,
   8095,,"COUNTY NS MAPLE",,  41.739948, -71.308163,,,0,,
   8100,,"COUNTY BEFORE TOWN HALL",,  41.739840, -71.307816,,,0,,
   8105,,"JEFFERSON NS VERMONT",,  41.739851, -71.439109,,,0,,
   8125,,"HOWARD NS PONTIAC",,  41.740837, -71.461082,,,0,,
   8135,,"JEFFERSON AT 222 JEFFERSON",,  41.740972, -71.438469,,,0,,
   8140,,"WARWICK AT 1309 WARWICK",,  41.740840, -71.408080,,,0,,
   8145,,"JEFFERSON AT 245 JEFFERSON",,  41.741114, -71.438565,,,0,,
   8150,,"WARWICK before NAMQUID",,  41.741137, -71.407827,,,0,,
   8160,,"COUNTY BEFORE CADY",,  41.741875, -71.310257,,,0,,
   8175,,"COUNTY OPP BODY NATURAL FITNESS",,  41.741891, -71.309984,,,0,,
   8200,,"COUNTY OPP HILLTOP",,  41.742843, -71.312185,,,0,,
   8210,,"OAKLAWN OPP WEINORAMA",,  41.743513, -71.479285,,,0,,
   8215,,"HOWARD NS WEST",,  41.743174, -71.463464,,,0,,
   8225,,"JEFFERSON OPP LINCOLN",,  41.743315, -71.437656,,,0,,
   8230,,"JEFFERSON FS LINCOLN",,  41.742724, -71.437983,,,0,,
   8235,,"OAKLAWN AT WEINORAMA",,  41.743516, -71.479379,,,0,,
   8245,,"WARWICK after MIANONOMO",,  41.743717, -71.407144,,,0,,
   8250,,"HOWARD NS REGAN",,  41.744720, -71.464708,,,0,,
   8255,,"PONTIAC OPP KENNEY",,  41.743765, -71.456681,,,0,,popo
   8265,,"PONTIAC NS KENNEY",,  41.743580, -71.456612,,,0,,popo
   8270,,"WARWICK before SCRANTON",,  41.744088, -71.407211,,,0,,
   8275,,"OAKLAWN OPP SCENIC",,  41.744942, -71.479324,,,0,,
   8280,,"POST BEFORE ETHAN",,  41.744553, -71.428405,,,0,,
