route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
55,hjaf1701-Weekday-2-JA2017-0000100,2418566,"KENNEDY PLAZA (PROVIDENCE)",0,329297,550038
55,hjaf1701-Weekday-2-JA2017-0000100,2418567,"SHAW'S (SMITHFIELD RD) via ADMIRAL ST",1,329297,550040
55,hjaf1701-Weekday-2-JA2017-0000100,2418568,"SHAW'S (SMITHFIELD RD) via ADMIRAL ST",1,329297,550040
60,hjaf1701-Weekday-2-JA2017-0000100,2418570,"NEWPORT via WEST MAIN",1,329296,600104
66,hjaf1701-Weekday-2-JA2017-0000100,2418572,"KENNEDY PLAZA (PROVIDENCE)",0,329294,660109
66,hjaf1701-Weekday-2-JA2017-0000100,2418573,"KENNEDY PLAZA (PROVIDENCE)",0,329295,660109
66,hjaf1701-Weekday-2-JA2017-0000100,2418574,"KENNEDY PLAZA (PROVIDENCE)",0,329295,660109
66,hjaf1701-Weekday-2-JA2017-0000100,2418575,"URI-KINGSTON",1,329295,660113
66,hjaf1701-Weekday-2-JA2017-0000100,2418576,"KENNEDY PLAZA (PROVIDENCE)",0,329293,660109
66,hjaf1701-Weekday-2-JA2017-0000100,2418577,"URI-KINGSTON",1,329293,660113
1,hjaf1701-Weekday-2-JA2017-0000100,2418578,"KENNEDY PLAZA then BROAD STREET",1,329298,10053
11,hjaf1701-Weekday-2-JA2017-0000100,2418579,"BROAD STREET",1,329298,110025
60,hjaf1701-Weekday-2-JA2017-0000100,2418580,"NEWPORT via WEST MAIN",1,329299,600104
50,hjaf1701-Weekday-2-JA2017-0000100,2418591,"KENNEDY PLAZA (PROVIDENCE)",0,329301,500038
50,hjaf1701-Weekday-2-JA2017-0000100,2418592,"BRYANT UNIVERSITY",1,329300,500042
50,hjaf1701-Weekday-2-JA2017-0000100,2418593,"BRYANT UNIVERSITY",1,329301,500042
50,hjaf1701-Weekday-2-JA2017-0000100,2418594,"BRYANT UNIVERSITY",1,329300,500042
50,hjaf1701-Weekday-2-JA2017-0000100,2418595,"BRYANT UNIVERSITY",1,329301,500042
50,hjaf1701-Weekday-2-JA2017-0000100,2418596,"KENNEDY PLAZA (PROVIDENCE)",0,329300,500038
50,hjaf1701-Weekday-2-JA2017-0000100,2418597,"KENNEDY PLAZA (PROVIDENCE)",0,329301,500038
4,hjaf1701-Weekday-2-JA2017-0000100,2418604,"OLNEYVILLE SQUARE then HARTFORD AVENUE",0,329303,40053
28,hjaf1701-Weekday-2-JA2017-0000100,2418605,"HARTFORD AVENUE & KILLINGLY STREET",1,329302,280021
4,hjaf1701-Weekday-2-JA2017-0000100,2418606,"DYER / POCASSET via OLNEYVILLE SQUARE",0,329302,40052
17,hjaf1701-Weekday-2-JA2017-0000100,2418607,"DYER / POCASSET via OLNEYVILLE SQUARE",1,329303,170045
60,hjam1701-Weekday-1-JA2017-1111100,2418612,"NEWPORT via WEST MAIN",1,329309,600048
14,hjam1701-Weekday-1-JA2017-1111100,2418614,"PROVIDENCE via T. F. GREEN AIRPORT",0,329310,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418615,"PROVIDENCE via T. F. GREEN AIRPORT",0,329339,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418616,"PROVIDENCE via T. F. GREEN AIRPORT",0,329304,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418617,"PROVIDENCE via T. F. GREEN AIRPORT",0,329306,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418618,"PROVIDENCE via T. F. GREEN AIRPORT",0,329308,140075
14,hjam1701-Weekday-1-JA2017-1111100,2418619,"PROVIDENCE via T. F. GREEN AIRPORT",0,329308,140080
14,hjam1701-Weekday-1-JA2017-1111100,2418620,"PROVIDENCE via T. F. GREEN AIRPORT",0,329310,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418621,"PROVIDENCE via T. F. GREEN AIRPORT",0,329309,140081
14,hjam1701-Weekday-1-JA2017-1111100,2418622,"PROVIDENCE via T. F. GREEN AIRPORT",0,329305,140082
14,hjam1701-Weekday-1-JA2017-1111100,2418623,"PROVIDENCE via T. F. GREEN AIRPORT",0,329307,140076
14,hjam1701-Weekday-1-JA2017-1111100,2418624,"PROVIDENCE via T. F. GREEN AIRPORT",0,329306,140075
14,hjam1701-Weekday-1-JA2017-1111100,2418625,"PROVIDENCE via T. F. GREEN AIRPORT",0,329310,140075
14,hjam1701-Weekday-1-JA2017-1111100,2418626,"PROVIDENCE via T. F. GREEN AIRPORT",0,329304,140075
14,hjam1701-Weekday-1-JA2017-1111100,2418627,"PROVIDENCE via T. F. GREEN AIRPORT",0,329305,140075
14,hjam1701-Weekday-1-JA2017-1111100,2418628,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329306,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418629,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329310,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418630,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329308,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418631,"NEWPORT via T. F. GREEN AIRPORT",1,329310,140068
14,hjam1701-Weekday-1-JA2017-1111100,2418632,"NEWPORT via T. F. GREEN AIRPORT",1,329305,140068
14,hjam1701-Weekday-1-JA2017-1111100,2418633,"NEWPORT via T. F. GREEN AIRPORT",1,329307,140070
14,hjam1701-Weekday-1-JA2017-1111100,2418634,"NEWPORT via T. F. GREEN AIRPORT",1,329306,140070
14,hjam1701-Weekday-1-JA2017-1111100,2418635,"NEWPORT via T. F. GREEN AIRPORT",1,329308,140070
14,hjam1701-Weekday-1-JA2017-1111100,2418636,"NEWPORT via T. F. GREEN AIRPORT",1,329304,140070
14,hjam1701-Weekday-1-JA2017-1111100,2418637,"NEWPORT via T. F. GREEN AIRPORT",1,329308,140070
14,hjam1701-Weekday-1-JA2017-1111100,2418638,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329307,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418639,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329305,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418640,"NARRAGANSETT via T. F. GREEN AIRPORT",1,329304,140072
14,hjam1701-Weekday-1-JA2017-1111100,2418641,"PROVIDENCE via T. F. GREEN AIRPORT",0,329307,140082
61,hjam1701-Weekday-1-JA2017-1111100,2418655,"TIVERTON",1,329344,610009
61,hjam1701-Weekday-1-JA2017-1111100,2418656,"PROVIDENCE",0,329312,610006
61,hjam1701-Weekday-1-JA2017-1111100,2418657,"PROVIDENCE",0,329311,610006
61,hjam1701-Weekday-1-JA2017-1111100,2418658,"TIVERTON",1,329339,610009
61,hjam1701-Weekday-1-JA2017-1111100,2418659,"TIVERTON",1,329345,610009
64,hjam1701-Weekday-1-JA2017-1111100,2418660,"KINGSTON STATION via URI-KINGSTON",1,329314,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418661,"NEWPORT via NUWC",0,329314,640055
64,hjam1701-Weekday-1-JA2017-1111100,2418662,"KINGSTON STATION via URI-KINGSTON",1,329313,640050
64,hjam1701-Weekday-1-JA2017-1111100,2418663,"NEWPORT",0,329313,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418664,"KINGSTON STATION via URI-KINGSTON",1,329313,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418665,"NEWPORT",0,329314,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418666,"KINGSTON STATION via URI-KINGSTON",1,329314,640050
64,hjam1701-Weekday-1-JA2017-1111100,2418667,"NEWPORT",0,329314,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418668,"NEWPORT",0,329313,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418669,"KINGSTON STATION via URI-KINGSTON",1,329313,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418670,"NEWPORT",0,329313,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418671,"NEWPORT via NUWC",0,329313,640056
64,hjam1701-Weekday-1-JA2017-1111100,2418672,"NEWPORT",0,329314,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418673,"KINGSTON STATION via URI-KINGSTON",1,329313,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418674,"KINGSTON STATION via URI-KINGSTON",1,329314,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418675,"NEWPORT",0,329314,640054
64,hjam1701-Weekday-1-JA2017-1111100,2418676,"KINGSTON STATION via URI-KINGSTON",1,329314,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418680,"KINGSTON STATION via URI-KINGSTON",1,329341,640051
64,hjam1701-Weekday-1-JA2017-1111100,2418681,"NEWPORT",0,329341,640054
66,hjam1701-Weekday-1-JA2017-1111100,2418682,"KENNEDY PLAZA (PROVIDENCE)",0,329320,660108
66,hjam1701-Weekday-1-JA2017-1111100,2418683,"PROVIDENCE via CCRI-WARWICK",0,329321,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418684,"PROVIDENCE via CCRI-WARWICK",0,329322,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418685,"PROVIDENCE via CCRI-WARWICK",0,329320,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418686,"PROVIDENCE via CCRI-WARWICK",0,329321,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418687,"PROVIDENCE via CCRI-WARWICK",0,329322,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418688,"PROVIDENCE via CCRI-WARWICK",0,329323,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418689,"PROVIDENCE via CCRI-WARWICK",0,329324,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418690,"PROVIDENCE via CCRI-WARWICK",0,329324,660117
66,hjam1701-Weekday-1-JA2017-1111100,2418691,"GALILEE via CCRI-WARWICK",1,329320,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418692,"URI-KINGSTON",1,329316,660113
66,hjam1701-Weekday-1-JA2017-1111100,2418693,"URI-KINGSTON",1,329317,660113
66,hjam1701-Weekday-1-JA2017-1111100,2418694,"GALILEE via CCRI-WARWICK",1,329321,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418695,"URI-KINGSTON",1,329315,660113
66,hjam1701-Weekday-1-JA2017-1111100,2418696,"GALILEE via CCRI-WARWICK",1,329322,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418697,"GALILEE via CCRI-WARWICK",1,329320,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418698,"GALILEE via CCRI-WARWICK",1,329321,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418699,"GALILEE via CCRI-WARWICK",1,329322,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418700,"GALILEE via CCRI-WARWICK",1,329323,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418701,"GALILEE via CCRI-WARWICK",1,329324,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418702,"GALILEE via CCRI-WARWICK",1,329324,660114
66,hjam1701-Weekday-1-JA2017-1111100,2418703,"KENNEDY PLAZA (PROVIDENCE)",0,331264,660109
66,hjam1701-Weekday-1-JA2017-1111100,2418704,"KENNEDY PLAZA (PROVIDENCE)",0,329350,660109
66,hjam1701-Weekday-1-JA2017-1111100,2418705,"KENNEDY PLAZA (PROVIDENCE)",0,329319,660121
65,hjam1701-Weekday-1-JA2017-1111100,2418708,"PROVIDENCE",0,329315,650021
65,hjam1701-Weekday-1-JA2017-1111100,2418710,"PROVIDENCE",0,329316,650021
65,hjam1701-Weekday-1-JA2017-1111100,2418713,"PROVIDENCE",0,329317,650021
65,hjam1701-Weekday-1-JA2017-1111100,2418714,"WAKEFIELD (EXPRESS SERVICE)",1,331264,650019
65,hjam1701-Weekday-1-JA2017-1111100,2418716,"WAKEFIELD (EXPRESS SERVICE)",1,329350,650019
65,hjam1701-Weekday-1-JA2017-1111100,2418718,"WAKEFIELD (EXPRESS SERVICE)",1,329319,650019
60,hjam1701-Weekday-1-JA2017-1111100,2418730,"NEWPORT via WEST MAIN",1,329330,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418731,"PROVIDENCE via EAST MAIN",0,329330,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418733,"PROVIDENCE via EAST MAIN",0,329343,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418734,"NEWPORT via WEST MAIN",1,329343,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418735,"PROVIDENCE via WEST MAIN",0,329345,600103
60,hjam1701-Weekday-1-JA2017-1111100,2418737,"NEWPORT via EAST MAIN",1,329331,600106
60,hjam1701-Weekday-1-JA2017-1111100,2418738,"PROVIDENCE via WEST MAIN",0,329331,600103
60,hjam1701-Weekday-1-JA2017-1111100,2418739,"NEWPORT via WEST MAIN",1,329330,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418742,"NEWPORT via EAST MAIN",1,329332,600106
60,hjam1701-Weekday-1-JA2017-1111100,2418743,"PROVIDENCE via WEST MAIN",0,329332,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418744,"PROVIDENCE via WEST MAIN",0,329344,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418746,"PROVIDENCE via EAST MAIN",0,329343,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418747,"PROVIDENCE via WEST MAIN",0,329330,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418748,"NEWPORT via WEST MAIN",1,329344,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418749,"NEWPORT via EAST MAIN",1,329326,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418750,"NEWPORT via WEST MAIN",1,329330,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418751,"PROVIDENCE via WEST MAIN",0,329344,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418752,"PROVIDENCE via EAST MAIN",0,329326,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418753,"PROVIDENCE via WEST MAIN",0,329330,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418754,"NEWPORT via WEST MAIN",1,329327,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418755,"NEWPORT via EAST MAIN",1,329326,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418756,"NEWPORT via EAST MAIN",1,329330,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418758,"PROVIDENCE via EAST MAIN",0,329327,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418760,"NEWPORT via EAST MAIN",1,329329,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418761,"PROVIDENCE via EAST MAIN",0,329326,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418762,"NEWPORT via WEST MAIN",1,329328,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418763,"PROVIDENCE via WEST MAIN",0,329325,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418764,"PROVIDENCE via WEST MAIN",0,329330,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418765,"PROVIDENCE via WEST MAIN",0,329329,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418766,"NEWPORT via WEST MAIN",1,329327,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418767,"NEWPORT via WEST MAIN",1,329326,600107
60,hjam1701-Weekday-1-JA2017-1111100,2418768,"PROVIDENCE via EAST MAIN",0,329328,600102
60,hjam1701-Weekday-1-JA2017-1111100,2418770,"NEWPORT via WEST MAIN",1,329325,600107
60,hjam1701-Weekday-1-JA2017-1111100,2418772,"PROVIDENCE via EAST MAIN",0,329327,600102
60,hjam1701-Weekday-1-JA2017-1111100,2418774,"PROVIDENCE via WEST MAIN",0,329326,600100
60,hjam1701-Weekday-1-JA2017-1111100,2418775,"PROVIDENCE via EAST MAIN",0,329325,600102
66,hjam1701-Weekday-1-JA2017-1111100,2418789,"URI-KINGSTON",1,329335,660113
60,hjam1701-Weekday-1-JA2017-1111100,2418794,"NEWPORT via EAST MAIN",1,329333,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418795,"PROVIDENCE via EAST MAIN",0,329333,600102
60,hjam1701-Weekday-1-JA2017-1111100,2418796,"NEWPORT via WEST MAIN",1,329333,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418797,"PROVIDENCE via EAST MAIN",0,329333,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418798,"NEWPORT via EAST MAIN",1,329333,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418799,"PROVIDENCE via EAST MAIN",0,329342,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418800,"NEWPORT via EAST MAIN",1,329342,600105
60,hjam1701-Weekday-1-JA2017-1111100,2418801,"PROVIDENCE via EAST MAIN",0,329342,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418802,"NEWPORT via WEST MAIN",1,329342,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418805,"NEWPORT via WEST MAIN",1,329334,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418806,"PROVIDENCE via EAST MAIN",0,329334,600101
60,hjam1701-Weekday-1-JA2017-1111100,2418810,"NEWPORT via WEST MAIN",1,329311,600104
60,hjam1701-Weekday-1-JA2017-1111100,2418811,"PROVIDENCE via EAST MAIN",0,329335,600102
60,hjam1701-Weekday-1-JA2017-1111100,2418812,"NEWPORT via EAST MAIN",1,329335,600105
63,hjam1701-Weekday-1-JA2017-1111100,2418814,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418815,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418816,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329337,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418817,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418818,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418819,"OXBOW APARTMENTS",1,329337,630041
63,hjam1701-Weekday-1-JA2017-1111100,2418820,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418821,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418822,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329337,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418823,"OXBOW APARTMENTS",1,329336,630041
63,hjam1701-Weekday-1-JA2017-1111100,2418824,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418825,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329337,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418826,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418827,"OXBOW APARTMENTS",1,329338,630041
63,hjam1701-Weekday-1-JA2017-1111100,2418828,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329337,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418829,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418830,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418831,"OXBOW APARTMENTS",1,329337,630041
63,hjam1701-Weekday-1-JA2017-1111100,2418832,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418833,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418834,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329337,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418835,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418836,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329338,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418837,"ELMWOOD AVENUE",1,329337,630043
63,hjam1701-Weekday-1-JA2017-1111100,2418838,"STOP&SHOP (WEST MAIN - MIDDLETOWN)",1,329336,630042
63,hjam1701-Weekday-1-JA2017-1111100,2418839,"ELMWOOD AVENUE",1,329338,630043
63,hjam1701-Weekday-1-JA2017-1111100,2418840,"ELMWOOD AVENUE",1,329336,630043
63,hjam1701-Weekday-1-JA2017-1111100,2418841,"ELMWOOD AVENUE",1,329336,630043
63,hjam1701-Weekday-1-JA2017-1111100,2418842,"GATEWAY",0,329336,630039
63,hjam1701-Weekday-1-JA2017-1111100,2418843,"GATEWAY",0,329336,630039
63,hjam1701-Weekday-1-JA2017-1111100,2418844,"GATEWAY",0,329338,630038
63,hjam1701-Weekday-1-JA2017-1111100,2418845,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418846,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418847,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418848,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418849,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418850,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418851,"GATEWAY",0,329337,630038
63,hjam1701-Weekday-1-JA2017-1111100,2418852,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418853,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418854,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418855,"GATEWAY",0,329336,630038
63,hjam1701-Weekday-1-JA2017-1111100,2418856,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418857,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418858,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418859,"GATEWAY",0,329338,630038
63,hjam1701-Weekday-1-JA2017-1111100,2418860,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418861,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418862,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418863,"GATEWAY",0,329337,630038
63,hjam1701-Weekday-1-JA2017-1111100,2418864,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418865,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418866,"GATEWAY",0,329337,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418867,"GATEWAY",0,329336,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418868,"GATEWAY",0,329338,630040
63,hjam1701-Weekday-1-JA2017-1111100,2418869,"GATEWAY",0,329336,630040
65,hjam1701-Weekday-1-JA2017-1111100,2418878,"PROVIDENCE",0,329340,650021
69,hjam1701-Weekday-1-JA2017-1111100,2418892,"HILL CLIMBER",1,329341,690004
69,hjam1701-Weekday-1-JA2017-1111100,2418893,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418894,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418895,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418896,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418897,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418898,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418899,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418900,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418901,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418902,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418903,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418904,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418905,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418906,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418910,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418911,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418912,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418913,"HILL CLIMBER",0,329341,690001
69,hjam1701-Weekday-1-JA2017-1111100,2418914,"HILL CLIMBER",0,329341,690002
67,hjam1701-Weekday-1-JA2017-1111100,2418917,"RUGGLES",1,329346,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418918,"RUGGLES",1,329347,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418919,"RUGGLES",1,329346,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418920,"RUGGLES",1,329347,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418921,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418922,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418923,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418924,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418925,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418926,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418927,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418928,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418929,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418930,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418931,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418932,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418933,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418934,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418935,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418936,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418937,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418938,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418939,"MARBLE HOUSE",1,329346,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418940,"MARBLE HOUSE",1,329347,670021
67,hjam1701-Weekday-1-JA2017-1111100,2418941,"RUGGLES",1,329346,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418942,"RUGGLES",1,329347,670020
67,hjam1701-Weekday-1-JA2017-1111100,2418943,"GATEWAY",0,329346,670022
67,hjam1701-Weekday-1-JA2017-1111100,2418944,"GATEWAY",0,329347,670022
67,hjam1701-Weekday-1-JA2017-1111100,2418945,"GATEWAY",0,329346,670022
